ID da Pergunta;	Quantidade de Views;	Quantidade de Respostas;	Score;	Titulo da Questao;	ID da Resposta Aceita;	Tags;	Link da Questao;
3840762;	212759;	8;	308;	How do you UrlEncode without using System.Web?;	7878050;	c#/.net/urlencode/.net-client-profile/;	https://stackoverflow.com/questions/3840762/how-do-you-urlencode-without-using-system-web;
1089123;	272644;	12;	308;	Setting a property by reflection with a string value;	1089130;	c#/reflection/type-conversion/propertyinfo/setvalue/;	https://stackoverflow.com/questions/1089123/setting-a-property-by-reflection-with-a-string-value;
5231845;	510369;	2;	307;	C# Linq Group By on multiple columns;	5232194;	c#/linq/group-by/aggregate/;	https://stackoverflow.com/questions/5231845/c-linq-group-by-on-multiple-columns;
1590723;	106580;	5;	307;	Flatten List in LINQ;	1590739;	c#/linqlist/;	https://stackoverflow.com/questions/1590723/flatten-list-in-linq;
4506990;	174215;	7;	307;	What is the use of static constructors?;	4507005;	c#/constructorstatic-constructor/;	https://stackoverflow.com/questions/4506990/what-is-the-use-of-static-constructors;
4581791;	104646;	7;	307;	How do the major C# DI/IoC frameworks compare?;	4583809;	c#/dependency-injection/unity-container/ioc-container/ninject/;	https://stackoverflow.com/questions/4581791/how-do-the-major-c-di-ioc-frameworks-compare;
2926869;	278937;	11;	307;	Do you need to dispose of objects and set them to null?;	2926890;	c#/.net/garbage-collection/dispose/;	https://stackoverflow.com/questions/2926869/do-you-need-to-dispose-of-objects-and-set-them-to-null;
13621934;	190737;	4;	307;	ValidateAntiForgeryToken purpose, explanation and example;	13622061;	c#/asp.net-mvcasp.net-mvc-4/;	https://stackoverflow.com/questions/13621934/validateantiforgerytoken-purpose-explanation-and-example;
6413572;	419684;	18;	306;	How do I get the last four characters from a string in C#?;	null;	c#/string/;	https://stackoverflow.com/questions/6413572/how-do-i-get-the-last-four-characters-from-a-string-in-c;
183791;	319256;	16;	306;	How would you do a &quotnot in&quot query with LINQ?;	183804;	c#/linq/;	https://stackoverflow.com/questions/183791/how-would-you-do-a-not-in-query-with-linq;
2434534;	384392;	10;	306;	Serialize an object to string;	2434558;	c#/string/serialization/xml-serialization/;	https://stackoverflow.com/questions/2434534/serialize-an-object-to-string;
167343;	229021;	15;	306;	C# Lambda expressions: Why should I use them?;	167392;	c#/c#-3.0lambda/;	https://stackoverflow.com/questions/167343/c-lambda-expressions-why-should-i-use-them;
1606679;	280965;	11;	305;	Remove duplicates in the list using linq;	1606686;	c#/linq/linq-to-objects/generic-list/;	https://stackoverflow.com/questions/1606679/remove-duplicates-in-the-list-using-linq;
977484;	122417;	5;	305;	What does the M stand for in C# Decimal literal notation?;	977562;	c#/decimalliterals/;	https://stackoverflow.com/questions/977484/what-does-the-m-stand-for-in-c-decimal-literal-notation;
244531;	121178;	15;	304;	Is there an alternative to string.Replace that is case-insensitive?;	244585;	c#/.net/string/.net-2.0/replace/;	https://stackoverflow.com/questions/244531/is-there-an-alternative-to-string-replace-that-is-case-insensitive;
457676;	147512;	16;	303;	Check if a class is derived from a generic class;	457708;	c#/genericsreflection/;	https://stackoverflow.com/questions/457676/check-if-a-class-is-derived-from-a-generic-class;
273141;	788741;	17;	302;	Regex for numbers only;	273144;	c#/regex/;	https://stackoverflow.com/questions/273141/regex-for-numbers-only;
57383;	71153;	10;	302;	How to rethrow InnerException without losing stack trace in C#?;	17091351;	c#/.netexception/;	https://stackoverflow.com/questions/57383/how-to-rethrow-innerexception-without-losing-stack-trace-in-c;
2055927;	72088;	8;	301;	IEnumerable and Recursion using yield return;	2055944;	c#/generics/ienumerable/yield/;	https://stackoverflow.com/questions/2055927/ienumerable-and-recursion-using-yield-return;
17119075;	308132;	3;	301;	Do you have to put Task.Run in a method to make it async?;	17119610;	c#/.net-4.5/async-await/c#-5.0/;	https://stackoverflow.com/questions/17119075/do-you-have-to-put-task-run-in-a-method-to-make-it-async;
5826649;	356240;	9;	301;	Returning a file to View/Download in ASP.NET MVC;	5830215;	c#/asp.net-mvc/asp.net-mvc-3/download/http-headers/;	https://stackoverflow.com/questions/5826649/returning-a-file-to-view-download-in-asp-net-mvc;
1380839;	371451;	6;	300;	How do you get the file size in C#?;	1380846;	c#/filesize/;	https://stackoverflow.com/questions/1380839/how-do-you-get-the-file-size-in-c;
22318119;	252753;	12;	300;	I am getting Failed to load resource: net::ERR_BLOCKED_BY_CLIENT with Google chrome;	null;	c#/.net/;	https://stackoverflow.com/questions/22318119/i-am-getting-failed-to-load-resource-neterr-blocked-by-client-with-google-chr;
4291912;	287236;	9;	300;	Process.start: how to get the output?;	4291965;	c#/.net/mono/process.start/;	https://stackoverflow.com/questions/4291912/process-start-how-to-get-the-output;
15267034;	69933;	2;	300;	Is there an AddRange equivalent for a HashSet in C#;	15267088;	c#/collections/hashset/addrange/;	https://stackoverflow.com/questions/15267034/is-there-an-addrange-equivalent-for-a-hashset-in-c;
3531318;	72803;	6;	300;	Convert.ChangeType() fails on Nullable Types;	3531824;	c#/.netreflection/;	https://stackoverflow.com/questions/3531318/convert-changetype-fails-on-nullable-types;
45030;	159976;	21;	299;	How to parse a string into a nullable int;	45037;	c#/.net/string/.net-3.5/nullable/;	https://stackoverflow.com/questions/45030/how-to-parse-a-string-into-a-nullable-int;
10385248;	201362;	2;	299;	Ignoring a class property in Entity Framework 4.1 Code First;	10385738;	c#/.net/entity-framework/ef-code-first/entity-framework-4.1/;	https://stackoverflow.com/questions/10385248/ignoring-a-class-property-in-entity-framework-4-1-code-first;
2420193;	65815;	9;	299;	How to avoid Dependency Injection constructor madness?;	2420245;	c#/java/dependency-injection/inversion-of-control/ioc-container/;	https://stackoverflow.com/questions/2420193/how-to-avoid-dependency-injection-constructor-madness;
4737970;	120324;	11;	298;	What does &quotwhere T : class, new()&quot mean?;	4737985;	c#/genericstype-constraints/;	https://stackoverflow.com/questions/4737970/what-does-where-t-class-new-mean;
179940;	406187;	11;	298;	Convert UTC/GMT time to local time;	null;	c#/.net/datetime/utc/;	https://stackoverflow.com/questions/179940/convert-utc-gmt-time-to-local-time;
35301;	126905;	11;	298;	What is the difference between the | and || or operators?;	35314;	c#/phpoperators/;	https://stackoverflow.com/questions/35301/what-is-the-difference-between-the-and-or-operators;
8030538;	265345;	9;	298;	How to implement custom JsonConverter in JSON.NET to deserialize a List of base class objects?;	8031283;	c#/json/json.net/deserialization/;	https://stackoverflow.com/questions/8030538/how-to-implement-custom-jsonconverter-in-json-net-to-deserialize-a-list-of-base;
424669;	133777;	4;	297;	How do I overload the [] operator in C#;	424677;	c#/operator-overloadingindexer/;	https://stackoverflow.com/questions/424669/how-do-i-overload-the-operator-in-c;
7075938;	39799;	33;	297;	Making a private method public to unit test it...good idea?;	null;	c#/javaunit-testing/;	https://stackoverflow.com/questions/7075938/making-a-private-method-public-to-unit-test-it-good-idea;
8145479;	152753;	13;	297;	Can constructors be async?;	8145668;	c#/constructorasync-await/;	https://stackoverflow.com/questions/8145479/can-constructors-be-async;
91817;	41809;	9;	297;	What&#39s the use/meaning of the @ character in variable names in C#?;	92045;	c#/variables/naming/specifications/reserved-words/;	https://stackoverflow.com/questions/91817/whats-the-use-meaning-of-the-character-in-variable-names-in-c;
7000811;	303177;	13;	296;	Cannot find JavaScriptSerializer in .Net 4.0;	8265420;	c#/visual-studiojsonserializer/;	https://stackoverflow.com/questions/7000811/cannot-find-javascriptserializer-in-net-4-0;
23438416;	86181;	4;	296;	Why is HttpClient BaseAddress not working?;	23438417;	c#/.netdotnet-httpclient/;	https://stackoverflow.com/questions/23438416/why-is-httpclient-baseaddress-not-working;
683037;	287186;	12;	296;	How to compare only Date without Time in DateTime types in Linq to SQL with Entity Framework?;	683042;	c#/.net/database/entity-framework/linq-to-sql/;	https://stackoverflow.com/questions/683037/how-to-compare-only-date-without-time-in-datetime-types-in-linq-to-sql-with-enti;
72275;	83246;	10;	296;	When should the volatile keyword be used in C#?;	17530556;	c#/multithreading/;	https://stackoverflow.com/questions/72275/when-should-the-volatile-keyword-be-used-in-c;
30453656;	9704;	1;	296;	Store Kinect&#39s v2.0 Motion to BVH File;	43014834;	c#/kinectmotion-detection/;	https://stackoverflow.com/questions/30453656/store-kinects-v2-0-motion-to-bvh-file;
6803073;	531173;	25;	295;	Get local IP address;	6803109;	c#/networking/;	https://stackoverflow.com/questions/6803073/get-local-ip-address;
1772025;	372085;	26;	295;	SQL Data Reader - handling Null column values;	1772037;	c#/sqldatareader/;	https://stackoverflow.com/questions/1772025/sql-data-reader-handling-null-column-values;
1206019;	247320;	23;	295;	Converting string to title case;	1206029;	c#/string/;	https://stackoverflow.com/questions/1206019/converting-string-to-title-case;
7050404;	128803;	6;	295;	Create code first, many to many, with additional fields in association table;	7053393;	c#/entity-framework/ef-code-first/many-to-many/;	https://stackoverflow.com/questions/7050404/create-code-first-many-to-many-with-additional-fields-in-association-table;
13633617;	70154;	5;	295;	Why does ReSharper tell me &quotimplicitly captured closure&quot?;	15843306;	c#/linqresharper/;	https://stackoverflow.com/questions/13633617/why-does-resharper-tell-me-implicitly-captured-closure;
757232;	176046;	17;	294;	jQuery UI Dialog with ASP.NET button postback;	768163;	c#/asp.net/jquery/jquery-ui/postback/;	https://stackoverflow.com/questions/757232/jquery-ui-dialog-with-asp-net-button-postback;
90838;	291975;	20;	294;	How can I detect the encoding/codepage of a text file;	90956;	c#/.net/text/encoding/globalization/;	https://stackoverflow.com/questions/90838/how-can-i-detect-the-encoding-codepage-of-a-text-file;
209133;	85971;	16;	294;	Exception messages in English?;	209259;	c#/.net/exception/localization/;	https://stackoverflow.com/questions/209133/exception-messages-in-english;
32459670;	220258;	7;	293;	Resolving instances with ASP.NET Core DI;	32461714;	c#/dependency-injection/asp.net-core/asp.net-core-mvc/;	https://stackoverflow.com/questions/32459670/resolving-instances-with-asp-net-core-di;
898307;	261323;	11;	292;	How do I automatically scroll to the bottom of a multiline text box?;	14886915;	c#/winforms/textbox/scroll/;	https://stackoverflow.com/questions/898307/how-do-i-automatically-scroll-to-the-bottom-of-a-multiline-text-box;
9290498;	149423;	4;	292;	How can I limit Parallel.ForEach?;	9290531;	c#/.net/asynchronous/parallel.foreach/;	https://stackoverflow.com/questions/9290498/how-can-i-limit-parallel-foreach;
277010;	98619;	14;	291;	What are the benefits to marking a field as `readonly` in C#?;	277023;	c#/readonly/processing-efficiency/memory-efficient/;	https://stackoverflow.com/questions/277010/what-are-the-benefits-to-marking-a-field-as-readonly-in-c;
38567353;	232437;	13;	290;	How to determine if .NET Core is installed;	48543094;	c#/asp.net-core.net-core/;	https://stackoverflow.com/questions/38567353/how-to-determine-if-net-core-is-installed;
11624298;	518278;	8;	290;	How to use OpenFileDialog to select a folder?;	11624322;	c#/.net/dialog/openfiledialog/;	https://stackoverflow.com/questions/11624298/how-to-use-openfiledialog-to-select-a-folder;
362514;	149146;	11;	290;	How can I return the current action in an ASP.NET MVC view?;	362539;	c#/asp.net-mvc/;	https://stackoverflow.com/questions/362514/how-can-i-return-the-current-action-in-an-asp-net-mvc-view;
1361033;	206770;	3;	290;	What does [STAThread] do?;	1361048;	c#/.net-attributes/;	https://stackoverflow.com/questions/1361033/what-does-stathread-do;
3396300;	154223;	6;	289;	Get type name without full namespace;	3396307;	c#/namespacestypeof/;	https://stackoverflow.com/questions/3396300/get-type-name-without-full-namespace;
8602395;	763026;	17;	289;	Timeout expired. The timeout period elapsed prior to completion of the operation or the server is not responding. The statement has been terminated;	8603111;	c#/asp.net/sql-server-2008-r2/timeout/sqlcommand/;	https://stackoverflow.com/questions/8602395/timeout-expired-the-timeout-period-elapsed-prior-to-completion-of-the-operation;
4123590;	486686;	17;	288;	Serialize an object to XML;	4123648;	c#/xml-serialization/;	https://stackoverflow.com/questions/4123590/serialize-an-object-to-xml;
3360555;	361018;	10;	288;	How to pass parameters to ThreadStart method in Thread?;	3360582;	c#/.netmultithreading/;	https://stackoverflow.com/questions/3360555/how-to-pass-parameters-to-threadstart-method-in-thread;
463642;	305660;	13;	288;	What is the best way to convert seconds into (Hour:Minutes:Seconds:Milliseconds) time?;	463668;	c#/datetime/;	https://stackoverflow.com/questions/463642/what-is-the-best-way-to-convert-seconds-into-hourminutessecondsmilliseconds;
6951335;	707257;	16;	287;	Using String Format to show decimal up to 2 places or simple integer;	6951366;	c#/regex/string-formatting/number-formatting/;	https://stackoverflow.com/questions/6951335/using-string-format-to-show-decimal-up-to-2-places-or-simple-integer;
65351;	79603;	13;	287;	Null or default comparison of generic argument in C#;	864860;	c#/generics/;	https://stackoverflow.com/questions/65351/null-or-default-comparison-of-generic-argument-in-c;
11725514;	101851;	8;	287;	One or more types required to compile a dynamic expression cannot be found. Are you missing references to Microsoft.CSharp.dll and System.Core.dll?;	11725576;	c#/.net/;	https://stackoverflow.com/questions/11725514/one-or-more-types-required-to-compile-a-dynamic-expression-cannot-be-found-are;
11102358;	375137;	11;	287;	How to pass an array into a SQL Server stored procedure;	11105413;	c#/sql-server/tsql/stored-procedures/;	https://stackoverflow.com/questions/11102358/how-to-pass-an-array-into-a-sql-server-stored-procedure;
203695;	79320;	8;	287;	Does using &quotnew&quot on a struct allocate it on the heap or stack?;	204009;	c#/.netmemory-management/;	https://stackoverflow.com/questions/203695/does-using-new-on-a-struct-allocate-it-on-the-heap-or-stack;
9122708;	213175;	10;	286;	Unit testing private methods in C#;	9122724;	c#/unit-testing/;	https://stackoverflow.com/questions/9122708/unit-testing-private-methods-in-c;
1330856;	287342;	5;	286;	Getting Http Status code number (200, 301, 404, etc.) from HttpWebRequest and HttpWebResponse;	1330877;	c#/.net/http/httpwebrequest/;	https://stackoverflow.com/questions/1330856/getting-http-status-code-number-200-301-404-etc-from-httpwebrequest-and-ht;
1068095;	122935;	11;	286;	Assigning out/ref parameters in Moq;	47723362;	c#/parameters/moq/ref/out/;	https://stackoverflow.com/questions/1068095/assigning-out-ref-parameters-in-moq;
186891;	152676;	11;	286;	Why use the &#39ref&#39 keyword when passing an object?;	186907;	c#/.net/pass-by-reference/ref/;	https://stackoverflow.com/questions/186891/why-use-the-ref-keyword-when-passing-an-object;
151051;	109363;	5;	286;	When should I use GC.SuppressFinalize()?;	151244;	c#/.net/garbage-collection/idisposable/suppressfinalize/;	https://stackoverflow.com/questions/151051/when-should-i-use-gc-suppressfinalize;
2912476;	561694;	28;	284;	Using C# to check if string contains a string in string array;	2912507;	c#/arrays/string/search/;	https://stackoverflow.com/questions/2912476/using-c-to-check-if-string-contains-a-string-in-string-array;
10889421;	196853;	24;	284;	The Web Application Project [...] is configured to use IIS. The Web server [...] could not be found. ;	10889507;	c#/asp.netiis/;	https://stackoverflow.com/questions/10889421/the-web-application-project-is-configured-to-use-iis-the-web-server;
1922040;	512954;	17;	284;	How to resize an Image C#;	null;	c#/imageresize/;	https://stackoverflow.com/questions/1922040/how-to-resize-an-image-c;
22623;	185101;	11;	284;	Best practices for catching and re-throwing .NET exceptions;	22628;	c#/.net/exception-handling/rethrow/;	https://stackoverflow.com/questions/22623/best-practices-for-catching-and-re-throwing-net-exceptions;
811614;	89057;	11;	284;	C# : &#39is&#39 keyword and checking for Not;	811625;	c#/castingkeyword/;	https://stackoverflow.com/questions/811614/c-is-keyword-and-checking-for-not;
846766;	121561;	6;	284;	Use of &quotthis&quot keyword in formal parameters for static methods in C#;	846773;	c#/parametersthis/;	https://stackoverflow.com/questions/846766/use-of-this-keyword-in-formal-parameters-for-static-methods-in-c;
4987872;	203952;	8;	283;	Ignore mapping one property with Automapper;	4988159;	c#/model/viewmodel/automapper/object-object-mapping/;	https://stackoverflow.com/questions/4987872/ignore-mapping-one-property-with-automapper;
6117101;	326616;	6;	283;	POSTing JsonObject With HttpClient From Web API;	39414248;	c#/asp.net/wcf/asp.net-web-api/wcf-web-api/;	https://stackoverflow.com/questions/6117101/posting-jsonobject-with-httpclient-from-web-api;
4595288;	454412;	10;	283;	Reading a key from the Web.Config using ConfigurationManager;	4595323;	c#/asp.net-mvc/;	https://stackoverflow.com/questions/4595288/reading-a-key-from-the-web-config-using-configurationmanager;
1690892;	73353;	7;	283;	TransactionScope automatically escalating to MSDTC on some machines?;	1693270;	c#/.net/transactions/transactionscope/msdtc/;	https://stackoverflow.com/questions/1690892/transactionscope-automatically-escalating-to-msdtc-on-some-machines;
215548;	49184;	42;	282;	What&#39s the hardest or most misunderstood aspect of LINQ?;	215562;	c#/linqc#-3.0/;	https://stackoverflow.com/questions/215548/whats-the-hardest-or-most-misunderstood-aspect-of-linq;
1101841;	364200;	9;	282;	How to perform .Max() on a property of all objects in a collection and return the object with maximum value;	1101979;	c#/linq/object/max/;	https://stackoverflow.com/questions/1101841/how-to-perform-max-on-a-property-of-all-objects-in-a-collection-and-return-th;
3453274;	146816;	17;	282;	Using Linq to get the last N elements of a collection?;	3453301;	c#/linq/;	https://stackoverflow.com/questions/3453274/using-linq-to-get-the-last-n-elements-of-a-collection;
209160;	205868;	10;	282;	Nullable type as a generic parameter possible?;	209219;	c#/generics/;	https://stackoverflow.com/questions/209160/nullable-type-as-a-generic-parameter-possible;
366124;	568732;	9;	281;	Inserting a tab character into text using C#;	366126;	c#/.net/;	https://stackoverflow.com/questions/366124/inserting-a-tab-character-into-text-using-c;
21078;	203273;	17;	281;	Most efficient way to concatenate strings?;	21093;	c#/.net/string/optimization/;	https://stackoverflow.com/questions/21078/most-efficient-way-to-concatenate-strings;
10399324;	163531;	6;	281;	Where is HttpContent.ReadAsAsync?;	10399419;	c#/.net/asp.net-web-api/httpcontent/;	https://stackoverflow.com/questions/10399324/where-is-httpcontent-readasasync;
166089;	210065;	14;	281;	What is C# analog of C++ std::pair?;	166094;	c#/.net/data-structures/std-pair/base-class-library/;	https://stackoverflow.com/questions/166089/what-is-c-analog-of-c-stdpair;
479410;	265185;	23;	280;	Enum ToString with user friendly strings;	479417;	c#/enumstostring/;	https://stackoverflow.com/questions/479410/enum-tostring-with-user-friendly-strings;
814001;	445716;	13;	280;	How to convert JSON to XML or XML to JSON?;	814027;	c#/json/xml/json.net/;	https://stackoverflow.com/questions/814001/how-to-convert-json-to-xml-or-xml-to-json;
2435823;	355021;	12;	280;	The provided URI scheme &#39https&#39 is invalid expected &#39http&#39. Parameter name: via;	null;	c#/wcfhttps/;	https://stackoverflow.com/questions/2435823/the-provided-uri-scheme-https-is-invalid-expected-http-parameter-name-via;
8002455;	249750;	9;	279;	How to easily initialize a list of Tuples?;	43011006;	c#/list/collections/.net-4.0/tuples/;	https://stackoverflow.com/questions/8002455/how-to-easily-initialize-a-list-of-tuples;
1768198;	191413;	11;	279;	How do I get the computer name in .NET;	null;	c#/.net/;	https://stackoverflow.com/questions/1768198/how-do-i-get-the-computer-name-in-net;
400113;	214300;	8;	279;	Best way to implement keyboard shortcuts in a Windows Forms application?;	400325;	c#/winformskeyboard-shortcuts/;	https://stackoverflow.com/questions/400113/best-way-to-implement-keyboard-shortcuts-in-a-windows-forms-application;
972636;	257545;	12;	279;	Casting a variable using a Type variable;	1145562;	c#/reflectiontypes/;	https://stackoverflow.com/questions/972636/casting-a-variable-using-a-type-variable;
15220411;	236773;	19;	278;	Entity Framework. Delete all rows in table;	null;	c#/sql/linq/entity-framework/;	https://stackoverflow.com/questions/15220411/entity-framework-delete-all-rows-in-table;
4804990;	255515;	11;	278;	Getting file names without extensions;	4805012;	c#/.net/;	https://stackoverflow.com/questions/4804990/getting-file-names-without-extensions;
8624071;	579919;	9;	277;	Save and load MemoryStream to/from a file;	8624114;	c#/file/io/stream/memorystream/;	https://stackoverflow.com/questions/8624071/save-and-load-memorystream-to-from-a-file;
507704;	121230;	10;	276;	Will #if RELEASE work like #if DEBUG does in C#?;	507725;	c#/.netdebugging/;	https://stackoverflow.com/questions/507704/will-if-release-work-like-if-debug-does-in-c;
4043821;	66053;	8;	276;	Performance differences between debug and release builds;	4045073;	c#/.net/performance/debugging/configuration/;	https://stackoverflow.com/questions/4043821/performance-differences-between-debug-and-release-builds;
581570;	205869;	17;	276;	How can I create a temp file with a specific extension with .NET?;	581574;	c#/.nettemporary-files/;	https://stackoverflow.com/questions/581570/how-can-i-create-a-temp-file-with-a-specific-extension-with-net;
281640;	146940;	19;	275;	How do I get a human-readable file size in bytes abbreviation using .NET?;	281679;	c#/.netvb.net/;	https://stackoverflow.com/questions/281640/how-do-i-get-a-human-readable-file-size-in-bytes-abbreviation-using-net;
681653;	224562;	9;	275;	Can you get the column names from a SqlDataReader?;	681671;	c#/ado.netsqldatareader/;	https://stackoverflow.com/questions/681653/can-you-get-the-column-names-from-a-sqldatareader;
1089132;	187055;	10;	275;	.NET HashTable Vs Dictionary - Can the Dictionary be as fast?;	1089142;	c#/.net/collections/dictionary/hashtable/;	https://stackoverflow.com/questions/1089132/net-hashtable-vs-dictionary-can-the-dictionary-be-as-fast;
661028;	214848;	5;	275;	How can I divide two integers to get a double?;	661042;	c#/math/;	https://stackoverflow.com/questions/661028/how-can-i-divide-two-integers-to-get-a-double;
11985736;	245934;	2;	275;	Repository Pattern Step by Step Explanation;	null;	c#/asp.net/design-patterns/repository/;	https://stackoverflow.com/questions/11985736/repository-pattern-step-by-step-explanation;
5383310;	208368;	6;	275;	Catch an exception thrown by an async void method;	5383408;	c#/asynchronous/exception-handling/async-await/task-parallel-library/;	https://stackoverflow.com/questions/5383310/catch-an-exception-thrown-by-an-async-void-method;
3304741;	321557;	35;	274;	Getting &quottype or namespace name could not be found&quot but everything seems ok?;	3304899;	c#/visual-studio/reference/namespaces/directive/;	https://stackoverflow.com/questions/3304741/getting-type-or-namespace-name-could-not-be-found-but-everything-seems-ok;
15142;	73298;	47;	274;	What are the pros and cons to keeping SQL in Stored Procs versus Code;	15277;	c#/sql/sql-server/stored-procedures/;	https://stackoverflow.com/questions/15142/what-are-the-pros-and-cons-to-keeping-sql-in-stored-procs-versus-code;
5620266;	107599;	8;	274;	The opposite of Intersect();	5620298;	c#/.net/collections/intersect/;	https://stackoverflow.com/questions/5620266/the-opposite-of-intersect;
28921701;	71673;	5;	274;	Does C# 6.0 work for .NET 4.0?;	28921749;	c#/.netc#-6.0/;	https://stackoverflow.com/questions/28921701/does-c-6-0-work-for-net-4-0;
9201239;	722712;	17;	273;	Why do I get &quot&#39property cannot be assigned&quot when sending an SMTP email?;	9201317;	c#/emailsmtpclient/;	https://stackoverflow.com/questions/9201239/why-do-i-get-property-cannot-be-assigned-when-sending-an-smtp-email;
1583856;	28304;	14;	273;	How to decide between MonoTouch and Objective-C?;	1634592;	c#/objective-c/mono/xamarin.ios/;	https://stackoverflow.com/questions/1583856/how-to-decide-between-monotouch-and-objective-c;
321370;	496606;	4;	273;	How can I convert a hex string to a byte array?;	321404;	c#/encodinghex/;	https://stackoverflow.com/questions/321370/how-can-i-convert-a-hex-string-to-a-byte-array;
473782;	177311;	14;	273;	Inline functions in C#?;	8746128;	c#/optimizationinline/;	https://stackoverflow.com/questions/473782/inline-functions-in-c;
212198;	291337;	9;	273;	What is the C# Using block and why should I use it?;	212210;	c#/.net/syntax/using/using-statement/;	https://stackoverflow.com/questions/212198/what-is-the-c-using-block-and-why-should-i-use-it;
1308432;	71927;	11;	273;	Do try/catch blocks hurt performance when exceptions are not thrown?;	1308480;	c#/performancetry-catch/;	https://stackoverflow.com/questions/1308432/do-try-catch-blocks-hurt-performance-when-exceptions-are-not-thrown;
4756565;	238457;	5;	272;	Convert array of integers to comma-separated string;	4756585;	c#/arraysstring/;	https://stackoverflow.com/questions/4756565/convert-array-of-integers-to-comma-separated-string;
1297231;	225316;	6;	272;	Convert string[] to int[] in one line of code using LINQ;	1297250;	c#/.net/linq/extension-methods/;	https://stackoverflow.com/questions/1297231/convert-string-to-int-in-one-line-of-code-using-linq;
7617771;	368653;	5;	272;	Converting from IEnumerable to List;	7617783;	c#/listienumerable/;	https://stackoverflow.com/questions/7617771/converting-from-ienumerable-to-list;
91108;	337458;	10;	272;	How do I get my C# program to sleep for 50 msec?;	91119;	c#/vb.net/;	https://stackoverflow.com/questions/91108/how-do-i-get-my-c-program-to-sleep-for-50-msec;
722868;	485235;	12;	272;	Sorting a list using Lambda/Linq to objects;	null;	c#/linq/lambda/linq-to-objects/;	https://stackoverflow.com/questions/722868/sorting-a-list-using-lambda-linq-to-objects;
1603170;	502849;	10;	271;	Conversion of System.Array to List;	1603173;	c#;	https://stackoverflow.com/questions/1603170/conversion-of-system-array-to-list;
27895504;	329911;	24;	271;	How do I enable NuGet Package Restore in Visual Studio?;	30270034;	c#/asp.net/nuget/visual-studio-2015/nuget-package-restore/;	https://stackoverflow.com/questions/27895504/how-do-i-enable-nuget-package-restore-in-visual-studio;
221732;	516332;	15;	270;	DateTime &quotnull&quot value;	221740;	c#/datetimenull/;	https://stackoverflow.com/questions/221732/datetime-null-value;
9027530;	78893;	8;	270;	LINQ: Not Any vs All Don&#39t;	9027666;	c#/.net/performance/linq/resharper/;	https://stackoverflow.com/questions/9027530/linq-not-any-vs-all-dont;
498400;	1023940;	7;	270;	CS0120: An object reference is required for the nonstatic field, method, or property &#39foo&#39;	498410;	c#;	https://stackoverflow.com/questions/498400/cs0120-an-object-reference-is-required-for-the-nonstatic-field-method-or-prop;
948785;	99254;	38;	270;	TypeLoadException says &#39no implementation&#39, but it is implemented;	948787;	c#/.net/fusion/typeloadexception/;	https://stackoverflow.com/questions/948785/typeloadexception-says-no-implementation-but-it-is-implemented;
38630076;	195107;	8;	269;	ASP.NET Core Web API exception handling;	38935583;	c#/exceptionasp.net-core/;	https://stackoverflow.com/questions/38630076/asp-net-core-web-api-exception-handling;
558304;	208032;	16;	269;	Can anyone explain IEnumerable and IEnumerator to me?;	558428;	c#/ienumerableienumerator/;	https://stackoverflow.com/questions/558304/can-anyone-explain-ienumerable-and-ienumerator-to-me;
6531671;	117558;	3;	269;	What does principal end of an association means in 1:1 relationship in Entity framework;	6532401;	c#/entity-framework/database-design/foreign-key-relationship/;	https://stackoverflow.com/questions/6531671/what-does-principal-end-of-an-association-means-in-11-relationship-in-entity-fr;
5181777;	176337;	10;	269;	Use of Application.DoEvents();	5386174;	c#/winformsdoevents/;	https://stackoverflow.com/questions/5181777/use-of-application-doevents;
584820;	185279;	8;	268;	How do you perform a left outer join using linq extension methods;	584840;	c#/linq-to-sqllambda/;	https://stackoverflow.com/questions/584820/how-do-you-perform-a-left-outer-join-using-linq-extension-methods;
40676426;	44417;	2;	268;	What is the difference between &quotx is null&quot and &quotx == null&quot?;	40676671;	c#/.net/null/pattern-matching/c#-7.0/;	https://stackoverflow.com/questions/40676426/what-is-the-difference-between-x-is-null-and-x-null;
6802573;	132232;	31;	267;	Interfaces — What&#39s the point?;	6802596;	c#/.netinterface/;	https://stackoverflow.com/questions/6802573/interfaces-whats-the-point;
263486;	355075;	20;	267;	How to get the current user in ASP.NET MVC;	263853;	c#/.net/asp.net-mvc/iis/forms-authentication/;	https://stackoverflow.com/questions/263486/how-to-get-the-current-user-in-asp-net-mvc;
296920;	824167;	19;	267;	How do you get the current time of day?;	null;	c#/datetime/;	https://stackoverflow.com/questions/296920/how-do-you-get-the-current-time-of-day;
5009181;	134162;	4;	267;	Parallel.ForEach vs Task.Factory.StartNew;	5009224;	c#/c#-4.0/task-parallel-library/parallel-extensions/;	https://stackoverflow.com/questions/5009181/parallel-foreach-vs-task-factory-startnew;
1142802;	204336;	9;	266;	How to use localization in C#;	1142840;	c#/localizationcultureinfo/;	https://stackoverflow.com/questions/1142802/how-to-use-localization-in-c;
93654;	114905;	12;	266;	Is there a .NET/C# wrapper for SQLite?;	93670;	c#/.net/database/sqlite/;	https://stackoverflow.com/questions/93654/is-there-a-net-c-wrapper-for-sqlite;
268132;	118129;	25;	265;	Invert &quotif&quot statement to reduce nesting;	268187;	c#/resharper/;	https://stackoverflow.com/questions/268132/invert-if-statement-to-reduce-nesting;
