ID da Pergunta;	Quantidade de Views;	Quantidade de Respostas;	Score;	Titulo da Questao;	ID da Resposta Aceita;	Tags;	Link da Questao;
61789257;	18;	1;	1;	Url.Action in controller generates port twice on Server;	null;	c#/asp.net-mvc-4url.action/;	https://stackoverflow.com/questions/61789257/url-action-in-controller-generates-port-twice-on-server;
61341938;	50;	1;	1;	Entity Framework Core and Windows authentication on IIS Server;	61342904;	c#/entity-framework/asp.net-core/iis/windows-authentication/;	https://stackoverflow.com/questions/61341938/entity-framework-core-and-windows-authentication-on-iis-server;
61782941;	34;	0;	-1;	Is there way to connect the SQL Server with Xamarin Forms;	null;	c#/sql/sql-server/xamarin.forms/;	https://stackoverflow.com/questions/61782941/is-there-way-to-connect-the-sql-server-with-xamarin-forms;
55724638;	1128;	4;	4;	OmniSharp server throws System.IO.FileNotFoundException: Could not load file or assembly &#39netstandard, When Opening Unity Project;	55729905;	c#/unity3dvisual-studio-code/;	https://stackoverflow.com/questions/55724638/omnisharp-server-throws-system-io-filenotfoundexception-could-not-load-file-or;
61602172;	34;	1;	0;	Getting &quotThe ssl connection could not be established&quot or &quotSSL handshake aborted&quot when trying to log in from android app to my server;	61775389;	c#/android/visual-studio/ssl/xamarin/;	https://stackoverflow.com/questions/61602172/getting-the-ssl-connection-could-not-be-established-or-ssl-handshake-aborted;
61727572;	29;	1;	1;	Socket Server and NUnit: Thread.Sleep;	61773137;	c#/sockets/testing/nunit/;	https://stackoverflow.com/questions/61727572/socket-server-and-nunit-thread-sleep;
61769758;	34;	1;	0;	How to use RSAT: DNS Server Tools in C# Powershell SDK;	null;	c#/powershellsdk/;	https://stackoverflow.com/questions/61769758/how-to-use-rsat-dns-server-tools-in-c-powershell-sdk;
61619458;	24;	0;	0;	Remote connection to CentOS VPS server, can&#39t connect to MySQL host;	null;	c#/mysql/centos/mysql-workbench/remote-access/;	https://stackoverflow.com/questions/61619458/remote-connection-to-centos-vps-server-cant-connect-to-mysql-host;
61769320;	32;	0;	0;	Use a dll containing an ASP.NET server;	null;	c#/asp.net-core-3.1.net-core-3.1/;	https://stackoverflow.com/questions/61769320/use-a-dll-containing-an-asp-net-server;
61768384;	32;	0;	0;	Unable to Logout from Client Applications in Identity server 4;	null;	c#/asp.net-core/.net-core/identityserver4/;	https://stackoverflow.com/questions/61768384/unable-to-logout-from-client-applications-in-identity-server-4;
44674321;	1476;	3;	2;	&#39Microsoft.ace.oledb.12.0&#39 not read all the rows from .xlsx file on server (IIS7);	null;	c#/asp.net/iis-7/oledb/web-deployment/;	https://stackoverflow.com/questions/44674321/microsoft-ace-oledb-12-0-not-read-all-the-rows-from-xlsx-file-on-server-iis7;
61760071;	21;	1;	-1;	How to access abstract Server class of MicrosoftAnalysisServices?;	61761592;	c#/server/ssas/visual-studio-2019/analysisservices/;	https://stackoverflow.com/questions/61760071/how-to-access-abstract-server-class-of-microsoftanalysisservices;
53332097;	12003;	3;	24;	Blazor, ASP.NET Core Hosted vs Server Side in ASP.NET Core;	53332152;	c#/.net-core-2.1blazor/;	https://stackoverflow.com/questions/53332097/blazor-asp-net-core-hosted-vs-server-side-in-asp-net-core;
61750508;	20;	1;	0;	The SMTP server requires a secure connection from MVC App on server;	null;	c#/asp.net-mvc/smtp/gmail/;	https://stackoverflow.com/questions/61750508/the-smtp-server-requires-a-secure-connection-from-mvc-app-on-server;
61473581;	37;	1;	1;	C# DNS Server redirection;	61473730;	c#/redirectdns/;	https://stackoverflow.com/questions/61473581/c-dns-server-redirection;
61755805;	18;	1;	1;	SignalR streaming from server to client;	null;	c#/asp.net-core/stream/signalr/;	https://stackoverflow.com/questions/61755805/signalr-streaming-from-server-to-client;
61755136;	29;	0;	0;	try catch versus log4net for logging application and error data to SQL Server;	null;	c#/logging/try-catch/log4net/log4net-appender/;	https://stackoverflow.com/questions/61755136/try-catch-versus-log4net-for-logging-application-and-error-data-to-sql-server;
61755556;	22;	1;	0;	File upload failing for end-user when ASP.Net Core application published to UAT Web Server;	61755795;	c#/.net/asp.net-mvc/asp.net-core/file-upload/;	https://stackoverflow.com/questions/61755556/file-upload-failing-for-end-user-when-asp-net-core-application-published-to-uat;
45585509;	5937;	3;	5;	Does VS Code support server-side code in ASPX files?;	45585651;	c#/asp.netvisual-studio-code/;	https://stackoverflow.com/questions/45585509/does-vs-code-support-server-side-code-in-aspx-files;
61752608;	38;	2;	0;	Difference between Microsoft SQL Server and Microsoft SQL Server Express interface;	61752864;	c#/sql-server/database/visual-studio/sql-server-express/;	https://stackoverflow.com/questions/61752608/difference-between-microsoft-sql-server-and-microsoft-sql-server-express-interfa;
58779724;	266;	1;	0;	Keep getting build fail when scaffold-DbContext for a remote SQL server database;	null;	c#/sql-server/entity-framework/asp.net-core-mvc/entity-framework-core/;	https://stackoverflow.com/questions/58779724/keep-getting-build-fail-when-scaffold-dbcontext-for-a-remote-sql-server-database;
61746370;	46;	1;	0;	Fastest and right way to check if I have a connection to SQL Server in C#;	null;	c#/sqlconnection-string/;	https://stackoverflow.com/questions/61746370/fastest-and-right-way-to-check-if-i-have-a-connection-to-sql-server-in-c;
38124261;	52;	1;	1;	Remote live update process (like Sonarr) /plugin system ASP.NET 5;	null;	c#/plugins/asp.net-core/asp.net-core-mvc/live-update/;	https://stackoverflow.com/questions/38124261/remote-live-update-process-like-sonarr-plugin-system-asp-net-5;
61750326;	12;	0;	0;	Handle StatusCode response from ValidationResult FluentValidation;	null;	c#/validation/fluentvalidation/fluentvalidation-2.0/;	https://stackoverflow.com/questions/61750326/handle-statuscode-response-from-validationresult-fluentvalidation;
36568533;	942;	1;	3;	Check email validity with FluentValidation when property is not empty;	36569140;	c#/.net/angularjs/fluentvalidation/;	https://stackoverflow.com/questions/36568533/check-email-validity-with-fluentvalidation-when-property-is-not-empty;
61717219;	19;	0;	0;	FluentValidation not able to mock happy path;	null;	c#/fluentvalidation/;	https://stackoverflow.com/questions/61717219/fluentvalidation-not-able-to-mock-happy-path;
61714799;	19;	1;	0;	FluentValidation of a model;	61714890;	c#/fluentvalidation/;	https://stackoverflow.com/questions/61714799/fluentvalidation-of-a-model;
61665104;	28;	1;	0;	FluentValidation for simple/scalar type string parameter;	61665442;	c#/asp.net-core/asp.net-web-api/data-annotations/fluentvalidation/;	https://stackoverflow.com/questions/61665104/fluentvalidation-for-simple-scalar-type-string-parameter;
61584260;	44;	1;	0;	FluentValidation Check Duplicate Values with DB;	null;	c#/asp.net/asp.net-core/razor-pages/fluentvalidation/;	https://stackoverflow.com/questions/61584260/fluentvalidation-check-duplicate-values-with-db;
61554909;	43;	0;	-2;	FluentValidation returns NullReferenceException;	null;	c#/asp.netfluentvalidation/;	https://stackoverflow.com/questions/61554909/fluentvalidation-returns-nullreferenceexception;
61540914;	21;	1;	0;	FluentValidation: Customizing the error message with values from other properties;	61542259;	c#/fluentvalidation/;	https://stackoverflow.com/questions/61540914/fluentvalidation-customizing-the-error-message-with-values-from-other-propertie;
61550275;	33;	1;	0;	FluentValidation: Using a parent property value in a child collection rule;	61553106;	c#/fluentvalidation/;	https://stackoverflow.com/questions/61550275/fluentvalidation-using-a-parent-property-value-in-a-child-collection-rule;
42100254;	2697;	2;	7;	FluentValidation rules chaining not stopping at first failure;	42108423;	c#/fluentvalidation/;	https://stackoverflow.com/questions/42100254/fluentvalidation-rules-chaining-not-stopping-at-first-failure;
36562243;	1097;	2;	4;	Not sure how to test this .NET string with FluentValidation;	36562548;	c#/.netfluentvalidation/;	https://stackoverflow.com/questions/36562243/not-sure-how-to-test-this-net-string-with-fluentvalidation;
61225752;	20;	0;	1;	How to implement validation (mediatR + FluentValidation) without throwing exceptions?;	null;	c#/asp.net-core/.net-core/asp.net-core-webapi/mediatr/;	https://stackoverflow.com/questions/61225752/how-to-implement-validation-mediatr-fluentvalidation-without-throwing-except;
60905622;	43;	1;	0;	FluentValidation .Net Core Validator Triggers Twice;	null;	c#/.net/asp.net-core/.net-core/fluentvalidation/;	https://stackoverflow.com/questions/60905622/fluentvalidation-net-core-validator-triggers-twice;
60833509;	108;	1;	1;	Custom Validation in Blazor with FluentValidation;	60859131;	c#/fluentvalidationblazor-server-side/;	https://stackoverflow.com/questions/60833509/custom-validation-in-blazor-with-fluentvalidation;
59791965;	45;	0;	0;	FluentValidation - Override Validate() Method with ruleSet Parameter;	null;	c#/fluentvalidation/;	https://stackoverflow.com/questions/59791965/fluentvalidation-override-validate-method-with-ruleset-parameter;
30730937;	12860;	3;	53;	C# FluentValidation for a hierarchy of classes;	30732416;	c#/fluentvalidation/;	https://stackoverflow.com/questions/30730937/c-fluentvalidation-for-a-hierarchy-of-classes;
40932102;	2646;	1;	1;	FluentValidation and ActionFilterAttribute - update model before it is validated;	null;	c#/asp.net-web-apifluentvalidation/;	https://stackoverflow.com/questions/40932102/fluentvalidation-and-actionfilterattribute-update-model-before-it-is-validated;
60478748;	194;	3;	0;	Is FluentValidation middleware enough in .NETCore WebAPI or should I validate in Service layer again?;	null;	c#/validation/.net-core/asp.net-core-webapi/fluentvalidation/;	https://stackoverflow.com/questions/60478748/is-fluentvalidation-middleware-enough-in-netcore-webapi-or-should-i-validate-in;
60404033;	39;	1;	0;	FluentValidation to find overlaping datetimes within a list;	60472553;	c#/asp.net-mvc/.net-core/fluentvalidation/;	https://stackoverflow.com/questions/60404033/fluentvalidation-to-find-overlaping-datetimes-within-a-list;
60452790;	100;	1;	1;	Testing FluentValidation ChildRules;	60461088;	c#/.net-corefluentvalidation/;	https://stackoverflow.com/questions/60452790/testing-fluentvalidation-childrules;
60415057;	40;	1;	1;	FluentValidation implicit child validation using manual validation;	null;	c#/asp.net-core/.net-core/fluentvalidation/;	https://stackoverflow.com/questions/60415057/fluentvalidation-implicit-child-validation-using-manual-validation;
60277393;	95;	1;	0;	Register a generic Validator using FluentValidation and Autofac;	null;	c#/.net/asp.net-core/autofac/fluentvalidation/;	https://stackoverflow.com/questions/60277393/register-a-generic-validator-using-fluentvalidation-and-autofac;
60280353;	38;	1;	0;	ASP.net if else FluentValidation condition;	null;	c#/asp.netfluentvalidation/;	https://stackoverflow.com/questions/60280353/asp-net-if-else-fluentvalidation-condition;
60279125;	86;	1;	0;	FluentValidation &quotError cs0103 the name &#39x&#39 does not exist in the current context&quot .asp.net core 2.1;	null;	c#/asp.net/asp.net-mvc/asp.net-core/fluentvalidation/;	https://stackoverflow.com/questions/60279125/fluentvalidation-error-cs0103-the-name-x-does-not-exist-in-the-current-contex;
59203733;	94;	1;	1;	Can FluentValidation recognize which methods (PUT or POST) were called?;	null;	c#/asp.net-core/.net-core/asp.net-core-webapi/fluentvalidation/;	https://stackoverflow.com/questions/59203733/can-fluentvalidation-recognize-which-methods-put-or-post-were-called;
52517280;	1446;	1;	1;	How to use the FluentValidation library with MediatR IPipelineBehavior?;	null;	c#/asp.net-core/cqrs/fluentvalidation/mediatr/;	https://stackoverflow.com/questions/52517280/how-to-use-the-fluentvalidation-library-with-mediatr-ipipelinebehavior;
60099823;	48;	0;	0;	Problem while using fluentvalidation to validate a datagrid;	null;	c#/wpffluentvalidation/;	https://stackoverflow.com/questions/60099823/problem-while-using-fluentvalidation-to-validate-a-datagrid;
59922693;	108;	2;	0;	FluentValidation use custom IActionFilter;	59929319;	c#/asp.net-core/fluentvalidation/action-filter/;	https://stackoverflow.com/questions/59922693/fluentvalidation-use-custom-iactionfilter;
59818708;	26;	1;	0;	FluentValidation Validators inside RuleSet does not get executed;	null;	c#/.net/validation/fluentvalidation/;	https://stackoverflow.com/questions/59818708/fluentvalidation-validators-inside-ruleset-does-not-get-executed;
59866092;	115;	1;	0;	FluentValidation - Validation of strings inside a list;	null;	c#/asp.net/.net/asp.net-web-api/fluentvalidation/;	https://stackoverflow.com/questions/59866092/fluentvalidation-validation-of-strings-inside-a-list;
45242608;	332;	3;	0;	Ignore case sensitive in FluentValidation;	null;	c#/.netfluentvalidation/;	https://stackoverflow.com/questions/45242608/ignore-case-sensitive-in-fluentvalidation;
59473486;	39;	1;	0;	FluentValidation on Collection in Non-Wrapper Class in C#;	null;	c#/fluentvalidation/;	https://stackoverflow.com/questions/59473486/fluentvalidation-on-collection-in-non-wrapper-class-in-c;
59428491;	109;	2;	0;	How to avoid repeated external calls in FluentValidation;	59429195;	c#/validationfluentvalidation/;	https://stackoverflow.com/questions/59428491/how-to-avoid-repeated-external-calls-in-fluentvalidation;
17367799;	4888;	3;	3;	FluentValidation ModelState.IsValid always true;	17367984;	c#/asp.net-mvcfluentvalidation/;	https://stackoverflow.com/questions/17367799/fluentvalidation-modelstate-isvalid-always-true;
59033068;	25;	2;	0;	FluentValidation range throws InvalidOperationException in Razor view;	59033228;	c#/razor/asp.net-mvc-5/viewmodel/fluentvalidation/;	https://stackoverflow.com/questions/59033068/fluentvalidation-range-throws-invalidoperationexception-in-razor-view;
59031911;	38;	1;	0;	FluentValidation: Must clause is ignoring the When clause and running regardless;	null;	c#/asp.netfluentvalidation/;	https://stackoverflow.com/questions/59031911/fluentvalidation-must-clause-is-ignoring-the-when-clause-and-running-regardless;
58961308;	20;	0;	0;	Fluentvalidation first validates non-Nullable fields and ignores all defined rules;	null;	c#/razor/asp.net-mvc-5/fluentvalidation/;	https://stackoverflow.com/questions/58961308/fluentvalidation-first-validates-non-nullable-fields-and-ignores-all-defined-rul;
13877227;	13122;	4;	9;	FluentValidation Call RuleSet and Common Rules;	22771088;	c#/fluentvalidation/;	https://stackoverflow.com/questions/13877227/fluentvalidation-call-ruleset-and-common-rules;
58798987;	25;	0;	0;	Wrong behavior with Catel &amp FluentValidation with nested Models;	null;	c#/wpf/fluentvalidation/catel/;	https://stackoverflow.com/questions/58798987/wrong-behavior-with-catel-fluentvalidation-with-nested-models;
24024896;	28680;	3;	13;	FluentValidation for When &amp must?;	null;	c#/asp.net-mvc/asp.net-mvc-4/fluentvalidation/;	https://stackoverflow.com/questions/24024896/fluentvalidation-for-when-must;
58589021;	35;	0;	0;	Prepare data befire RuleForEach in FluentValidation;	null;	c#/.netfluentvalidation/;	https://stackoverflow.com/questions/58589021/prepare-data-befire-ruleforeach-in-fluentvalidation;
58450593;	420;	0;	3;	How to validate items in Dictionary&ltstring, T&gt view model property using FluentValidation;	null;	c#/asp.net-mvc/validation/fluentvalidation/;	https://stackoverflow.com/questions/58450593/how-to-validate-items-in-dictionarystring-t-view-model-property-using-fluentv;
58064363;	352;	3;	1;	FluentValidation: Update the validated model for some optional properties inside the validator;	58075392;	c#/fluentvalidation/;	https://stackoverflow.com/questions/58064363/fluentvalidation-update-the-validated-model-for-some-optional-properties-inside;
58022988;	53;	0;	1;	asp.net core web api FluentValidation with validate by controller;	null;	c#/asp.net/asp.net-web-api/asp.net-core-webapi/fluentvalidation/;	https://stackoverflow.com/questions/58022988/asp-net-core-web-api-fluentvalidation-with-validate-by-controller;
57916636;	73;	1;	3;	FluentValidation DI Passing Values to Child Validators;	null;	c#/dependency-injectionfluentvalidation/;	https://stackoverflow.com/questions/57916636/fluentvalidation-di-passing-values-to-child-validators;
57889197;	16;	0;	0;	Getting the errors list from the server response via FluentValidation;	null;	c#/angular/promise/fluentvalidation/;	https://stackoverflow.com/questions/57889197/getting-the-errors-list-from-the-server-response-via-fluentvalidation;
57864547;	210;	1;	0;	Injecting validators in FluentValidation;	57867240;	c#/fluentvalidation/;	https://stackoverflow.com/questions/57864547/injecting-validators-in-fluentvalidation;
57862752;	258;	0;	0;	Use the FluentValidation for async rules;	null;	c#/asp.net-mvc/asp.net-web-api2/fluentvalidation/;	https://stackoverflow.com/questions/57862752/use-the-fluentvalidation-for-async-rules;
57757888;	141;	2;	5;	MVC Required TagHelper working with FluentValidation ASPNET Core;	null;	c#/asp.net-mvc/.net-core/fluentvalidation/;	https://stackoverflow.com/questions/57757888/mvc-required-taghelper-working-with-fluentvalidation-aspnet-core;
57809384;	257;	1;	1;	NullReference exception throw by FluentValidation when mocking child validators;	57810637;	c#/fluentvalidation/nsubstitute/fluent-assertions/;	https://stackoverflow.com/questions/57809384/nullreference-exception-throw-by-fluentvalidation-when-mocking-child-validators;
51986721;	2598;	1;	0;	.NET Core - FluentValidation inject;	null;	c#/asp.net-core-2.1/;	https://stackoverflow.com/questions/51986721/net-core-fluentvalidation-inject;
57612420;	76;	3;	0;	FluentValidation with Regular Expression not allowing N/A or NA Ignoring Case and White Space;	57613732;	c#/regex/asp.net-mvc/fluentvalidation/;	https://stackoverflow.com/questions/57612420/fluentvalidation-with-regular-expression-not-allowing-n-a-or-na-ignoring-case-an;
57556333;	69;	0;	1;	Prevent FluentValidation from applying value type validators on all methods;	null;	c#/asp.net-corefluentvalidation/;	https://stackoverflow.com/questions/57556333/prevent-fluentvalidation-from-applying-value-type-validators-on-all-methods;
57481975;	72;	0;	2;	Validating hierarchical objects with FluentValidation fails due to a hidden property;	null;	c#/fluentvalidation/;	https://stackoverflow.com/questions/57481975/validating-hierarchical-objects-with-fluentvalidation-fails-due-to-a-hidden-prop;
57325251;	25;	1;	0;	How to return a key for the whole model in FluentValidation;	null;	c#/fluentvalidation/;	https://stackoverflow.com/questions/57325251/how-to-return-a-key-for-the-whole-model-in-fluentvalidation;
57146652;	67;	1;	0;	FluentValidation in C# - Validation with properties in another object;	57199998;	c#/.net/.net-core/fluentvalidation/;	https://stackoverflow.com/questions/57146652/fluentvalidation-in-c-validation-with-properties-in-another-object;
57121641;	214;	1;	0;	Fluent API vs FluentValidation;	57122916;	c#/fluentfluentvalidation/;	https://stackoverflow.com/questions/57121641/fluent-api-vs-fluentvalidation;
39283653;	187;	0;	1;	How do I don&#39t validate a nested class in FluentValidation MVC;	null;	c#/asp.net/asp.net-mvc/asp.net-mvc-5/fluentvalidation/;	https://stackoverflow.com/questions/39283653/how-do-i-dont-validate-a-nested-class-in-fluentvalidation-mvc;
21309747;	22576;	5;	33;	FluentValidation - Validating a View Model that contains a list of an Object;	21310109;	c#/asp.net-mvc-3fluentvalidation/;	https://stackoverflow.com/questions/21309747/fluentvalidation-validating-a-view-model-that-contains-a-list-of-an-object;
56742140;	96;	1;	0;	FluentValidation NotEqual client side rule;	null;	c#/asp.net-mvc-5fluentvalidation/;	https://stackoverflow.com/questions/56742140/fluentvalidation-notequal-client-side-rule;
56709637;	38;	0;	1;	Error Class (FluentValidation) fails to install;	null;	c#/asp.net/entity-framework/fluentvalidation/;	https://stackoverflow.com/questions/56709637/error-class-fluentvalidation-fails-to-install;
55804470;	444;	1;	1;	FluentValidation Recursive list causes stack overflow;	null;	c#/fluentvalidation/;	https://stackoverflow.com/questions/55804470/fluentvalidation-recursive-list-causes-stack-overflow;
56245108;	20;	2;	0;	Accessing the enclosing viewmodel when using FluentValidation on an inner viewmodel;	56294869;	c#/validationfluentvalidation/;	https://stackoverflow.com/questions/56245108/accessing-the-enclosing-viewmodel-when-using-fluentvalidation-on-an-inner-viewmo;
56174455;	100;	1;	0;	FluentValidation using validator on wrong viewmodel;	56175679;	c#/validation/dependency-injection/simple-injector/fluentvalidation/;	https://stackoverflow.com/questions/56174455/fluentvalidation-using-validator-on-wrong-viewmodel;
56184197;	168;	1;	-1;	WPF - How to implement IDataErrorInfo interface to complex model in ViewModel (FluentValidation);	null;	c#/wpf/mvvm/viewmodel/idataerrorinfo/;	https://stackoverflow.com/questions/56184197/wpf-how-to-implement-idataerrorinfo-interface-to-complex-model-in-viewmodel-f;
54272950;	898;	1;	1;	FluentValidation Command Validator not registered by AutoFac;	56183389;	c#/asp.net-core/domain-driven-design/autofac/fluentvalidation/;	https://stackoverflow.com/questions/54272950/fluentvalidation-command-validator-not-registered-by-autofac;
9380010;	27698;	3;	42;	unobtrusive client validation using fluentvalidation and asp.net mvc LessThanOrEqualTo not firing;	9381502;	c#/jquery/asp.net-mvc/asp.net-mvc-3/fluentvalidation/;	https://stackoverflow.com/questions/9380010/unobtrusive-client-validation-using-fluentvalidation-and-asp-net-mvc-lessthanore;
56161263;	374;	2;	0;	FluentValidation apply rule only if the value is not empty;	56162264;	c#/fluentvalidation/;	https://stackoverflow.com/questions/56161263/fluentvalidation-apply-rule-only-if-the-value-is-not-empty;
55998201;	403;	1;	1;	FluentValidation - Best approach to take context from the parent into the child in a nested structure;	null;	c#/fluentvalidation/;	https://stackoverflow.com/questions/55998201/fluentvalidation-best-approach-to-take-context-from-the-parent-into-the-child;
54702803;	78;	1;	0;	FluentValidation, Multiple conditions not working in one rule;	null;	c#/fluentvalidation/;	https://stackoverflow.com/questions/54702803/fluentvalidation-multiple-conditions-not-working-in-one-rule;
55786849;	556;	1;	2;	FluentValidation and nested validator;	56005174;	c#/validationfluentvalidation/;	https://stackoverflow.com/questions/55786849/fluentvalidation-and-nested-validator;
55887738;	322;	1;	-1;	PropertyName in FluentValidation child validators;	55979563;	c#/fluentvalidation/;	https://stackoverflow.com/questions/55887738/propertyname-in-fluentvalidation-child-validators;
55959032;	50;	0;	0;	How to structure FluentValidation classes that require data from NHibernate in ASP.NET MVC 5 web application?;	null;	c#/asp.net-mvc/nhibernate/asp.net-mvc-5/fluentvalidation/;	https://stackoverflow.com/questions/55959032/how-to-structure-fluentvalidation-classes-that-require-data-from-nhibernate-in-a;
55176221;	272;	1;	1;	FluentValidation: Apply Rule for all property by default automatically;	null;	c#/reflectionfluentvalidation/;	https://stackoverflow.com/questions/55176221/fluentvalidation-apply-rule-for-all-property-by-default-automatically;
55793251;	178;	0;	1;	FluentValidation: assign error message to another variable outside validation logic;	null;	c#/.net/validation/fluent/;	https://stackoverflow.com/questions/55793251/fluentvalidation-assign-error-message-to-another-variable-outside-validation-lo;
44648980;	914;	1;	0;	FluentValidation and collection of object its property should be unique;	null;	c#/fluentvalidation/;	https://stackoverflow.com/questions/44648980/fluentvalidation-and-collection-of-object-its-property-should-be-unique;
29376634;	1002;	3;	4;	Using FluentValidation to validate mutually exclusive fields;	null;	c#/fluentvalidation/;	https://stackoverflow.com/questions/29376634/using-fluentvalidation-to-validate-mutually-exclusive-fields;
54770443;	330;	2;	1;	FluentValidation: Comparing a value with an aggregate of values?;	54771264;	c#/fluentvalidation/;	https://stackoverflow.com/questions/54770443/fluentvalidation-comparing-a-value-with-an-aggregate-of-values;
54593838;	772;	1;	4;	Is there a way to make FluentValidation more dynamic?;	null;	c#/generics/reflection/fluentvalidation/;	https://stackoverflow.com/questions/54593838/is-there-a-way-to-make-fluentvalidation-more-dynamic;
54493877;	335;	1;	0;	Validate inherited classes using FluentValidation | C# Web API;	54521276;	c#/nhibernatefluentvalidation/;	https://stackoverflow.com/questions/54493877/validate-inherited-classes-using-fluentvalidation-c-web-api;
54514235;	190;	1;	1;	Passing lambda expression as a method parameter with FluentValidation;	null;	c#/lambdafluentvalidation/;	https://stackoverflow.com/questions/54514235/passing-lambda-expression-as-a-method-parameter-with-fluentvalidation;
21115179;	33552;	6;	43;	FluentValidation: Check if one of two fields are empty;	21115780;	c#/.net/asp.net-mvc/validation/fluentvalidation/;	https://stackoverflow.com/questions/21115179/fluentvalidation-check-if-one-of-two-fields-are-empty;
24948143;	2294;	3;	7;	FluentValidation SetCollectionValidator for derived types;	null;	c#/.net/validation/extension-methods/fluentvalidation/;	https://stackoverflow.com/questions/24948143/fluentvalidation-setcollectionvalidator-for-derived-types;
17155536;	9476;	1;	8;	Have FluentValidation call a function with multiple parameters;	17155726;	c#/.net/validation/fluentvalidation/;	https://stackoverflow.com/questions/17155536/have-fluentvalidation-call-a-function-with-multiple-parameters;
27391267;	1343;	2;	1;	MVC FluentValidation WithMessage using a property;	null;	c#/asp.net-mvc/validation/fluentvalidation/;	https://stackoverflow.com/questions/27391267/mvc-fluentvalidation-withmessage-using-a-property;
53714263;	362;	2;	3;	Fluentvalidation only validate if field is populated;	null;	c#/asp.netfluentvalidation/;	https://stackoverflow.com/questions/53714263/fluentvalidation-only-validate-if-field-is-populated;
53785543;	377;	1;	1;	FluentValidation of optional object in list;	53787017;	c#/validationfluentvalidation/;	https://stackoverflow.com/questions/53785543/fluentvalidation-of-optional-object-in-list;
53710685;	570;	1;	1;	Moq: running flows with FluentValidation;	53715472;	c#/unit-testing/testing/moq/fluentvalidation/;	https://stackoverflow.com/questions/53710685/moq-running-flows-with-fluentvalidation;
38830078;	3337;	1;	1;	fluentvalidation error message contains c# property name and not client side json property name?;	null;	c#/json/asp.net-web-api/fluentvalidation/;	https://stackoverflow.com/questions/38830078/fluentvalidation-error-message-contains-c-property-name-and-not-client-side-jso;
21809978;	1562;	2;	0;	parameter in my Rule in fluentvalidation;	21826727;	c#/asp.net-mvcfluentvalidation/;	https://stackoverflow.com/questions/21809978/parameter-in-my-rule-in-fluentvalidation;
53236279;	380;	1;	2;	FluentValidation not working on collection of outer model objects;	53241773;	c#/asp.net/asp.net-mvc/fluentvalidation/;	https://stackoverflow.com/questions/53236279/fluentvalidation-not-working-on-collection-of-outer-model-objects;
53177698;	358;	1;	3;	Does FluentValidation have error levels out of the box?;	53227310;	c#/fluentvalidation/;	https://stackoverflow.com/questions/53177698/does-fluentvalidation-have-error-levels-out-of-the-box;
42842392;	1556;	2;	2;	Validating collections with FluentValidation;	null;	c#/fluentvalidation/;	https://stackoverflow.com/questions/42842392/validating-collections-with-fluentvalidation;
52650318;	693;	1;	1;	Set a rule based on the result of a boolean using FluentValidation;	null;	c#/fluentvalidation/;	https://stackoverflow.com/questions/52650318/set-a-rule-based-on-the-result-of-a-boolean-using-fluentvalidation;
38736297;	5654;	3;	1;	FluentValidation: how to make bool as required field with &#39false&#39 as valid input?;	38736766;	c#/fluentvalidation/;	https://stackoverflow.com/questions/38736297/fluentvalidation-how-to-make-bool-as-required-field-with-false-as-valid-input;
52874677;	473;	1;	1;	Test that property has child validator FluentValidation;	null;	c#/fluentvalidation/;	https://stackoverflow.com/questions/52874677/test-that-property-has-child-validator-fluentvalidation;
17095791;	21778;	9;	36;	FluentValidation rule for null object;	17095870;	c#/fluentvalidation/;	https://stackoverflow.com/questions/17095791/fluentvalidation-rule-for-null-object;
13406270;	13509;	1;	27;	FluentValidation unique name validation using database;	13406458;	c#/asp.net/asp.net-mvc/asp.net-mvc-4/fluentvalidation/;	https://stackoverflow.com/questions/13406270/fluentvalidation-unique-name-validation-using-database;
52631566;	235;	0;	1;	FluentValidation :Extension Methods applying the same same rule on multiple properties;	null;	c#/fluentvalidation/;	https://stackoverflow.com/questions/52631566/fluentvalidation-extension-methods-applying-the-same-same-rule-on-multiple-prop;
49710912;	198;	2;	0;	modelmetadata IsRequired not get rules validation created by FluentValidation;	null;	c#/asp.net-mvc/validation/fluentvalidation/modelmetadataprovider/;	https://stackoverflow.com/questions/49710912/modelmetadata-isrequired-not-get-rules-validation-created-by-fluentvalidation;
61420842;	14;	0;	0;	Tests with benchmarkDotNet;	null;	c#/benchmarkingbenchmarkdotnet/;	https://stackoverflow.com/questions/61420842/tests-with-benchmarkdotnet;
59028605;	70;	1;	1;	How to read the result table of BenchmarkDotNet;	59028734;	c#/.net/benchmarking/benchmarkdotnet/;	https://stackoverflow.com/questions/59028605/how-to-read-the-result-table-of-benchmarkdotnet;
60828785;	108;	0;	4;	Running BenchmarkDotNet within XUnit;	null;	c#/.net-core/xunit/benchmarkdotnet/;	https://stackoverflow.com/questions/60828785/running-benchmarkdotnet-within-xunit;
49536585;	1191;	1;	2;	BenchmarkDotNet with async task;	null;	c#/benchmarkdotnet/;	https://stackoverflow.com/questions/49536585/benchmarkdotnet-with-async-task;
58647804;	89;	1;	2;	BenchmarkDotNet - How to inject parameters outside from the class;	60005427;	c#/benchmarkdotnet/;	https://stackoverflow.com/questions/58647804/benchmarkdotnet-how-to-inject-parameters-outside-from-the-class;
